# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
Azerbaijan	Iceland
Azerbaijan	India
Azerbaijan	Indonesia
Azerbaijan	Industry
Azerbaijan	International_Red_Cross_and_Red_Crescent_Movement
Azerbaijan	Interpol
Azerbaijan	Iran
Azerbaijan	Iranian_peoples
Azerbaijan	Iraq
Azerbaijan	Irrigation
Azerbaijan	Islam
Azerbaijan	Israel
Azerbaijan	Italy
Azerbaijan	Japan
Azerbaijan	Jordan
Azerbaijan	Judaism
Azerbaijan	Kazakhstan
Azerbaijan	Kuwait
Azerbaijan	Kyrgyzstan
Azerbaijan	Laos
Azerbaijan	Latvia
Azerbaijan	Lebanon
Azerbaijan	Liechtenstein
Azerbaijan	List_of_countries
Azerbaijan	List_of_countries_by_system_of_government
Azerbaijan	Lithuania
Azerbaijan	Luxembourg
Azerbaijan	Malaysia
Azerbaijan	Maldives
Azerbaijan	Malta
Azerbaijan	Mining
Azerbaijan	Moldova
Azerbaijan	Monaco
Azerbaijan	Mongolia
Azerbaijan	Montenegro
Azerbaijan	Myanmar
Azerbaijan	Nagorno-Karabakh_War
Azerbaijan	Nazi_Germany
Azerbaijan	Nepal
Azerbaijan	Netherlands
Azerbaijan	North_Korea
Azerbaijan	Norway
Azerbaijan	Oceania
Azerbaijan	Oman
Azerbaijan	Pakistan
Azerbaijan	People%27s_Republic_of_China
Azerbaijan	Persian_Empire
Azerbaijan	Petroleum
Azerbaijan	Philippines
Azerbaijan	Poland
Azerbaijan	Portugal
Azerbaijan	Qatar
Azerbaijan	Refining
Azerbaijan	Religion
Azerbaijan	Republic_of_China
Azerbaijan	Republic_of_Ireland
Azerbaijan	Republic_of_Macedonia
Azerbaijan	Roman_Empire
Azerbaijan	Romania
Azerbaijan	Russia
Azerbaijan	Russian_language
Azerbaijan	San_Marino
Azerbaijan	Saudi_Arabia
Azerbaijan	Serbia
Azerbaijan	Singapore
Azerbaijan	Slovakia
Azerbaijan	Slovenia
Azerbaijan	South_Korea
Azerbaijan	Soviet_Union
Azerbaijan	Spain
Azerbaijan	Sri_Lanka
Azerbaijan	Sweden
Azerbaijan	Switzerland
Azerbaijan	Syria
Azerbaijan	Tajikistan
Azerbaijan	Tea
Azerbaijan	Thailand
Azerbaijan	Time_zone
Azerbaijan	Tobacco
Azerbaijan	Turkey
Azerbaijan	Turkish_Republic_of_Northern_Cyprus
Azerbaijan	Turkmenistan
Azerbaijan	Ukraine
Azerbaijan	United_Arab_Emirates
Azerbaijan	United_Kingdom
Azerbaijan	United_Nations
Azerbaijan	Uzbekistan
Azerbaijan	Vatican_City
Azerbaijan	Vegetable
Azerbaijan	Vietnam
Azerbaijan	World_Health_Organization
Azerbaijan	World_Trade_Organization
Azerbaijan	World_War_I
Azerbaijan	World_War_II
Azerbaijan	Yemen
Azerbaijani_people	Abbasid
Azerbaijani_people	Alexander_the_Great
Azerbaijani_people	Ancient_Greece
Azerbaijani_people	Armenia
Azerbaijani_people	Atheism
Azerbaijani_people	Azerbaijan
Azerbaijani_people	Bah%C3%A1%27%C3%AD_Faith
Azerbaijani_people	Byzantine_Empire
Azerbaijani_people	Canada
Azerbaijani_people	Caspian_Sea
Azerbaijani_people	Chess
Azerbaijani_people	Christianity
Azerbaijani_people	Civil_society
Azerbaijani_people	Encyclop%C3%A6dia_Britannica
Azerbaijani_people	Estonia
Azerbaijani_people	Ethnic_group
Azerbaijani_people	Football_%28soccer%29
Azerbaijani_people	Georgia_%28country%29
Azerbaijani_people	Germany
Azerbaijani_people	Herodotus
Azerbaijani_people	Humanism
Azerbaijani_people	Iran
Azerbaijani_people	Iranian_peoples
Azerbaijani_people	Jazz
Azerbaijani_people	Judaism
Azerbaijani_people	Kazakhstan
Azerbaijani_people	Khazars
Azerbaijani_people	Kyrgyzstan
Azerbaijani_people	Mongol_Empire
Azerbaijani_people	Nationalism
Azerbaijani_people	Nobel_Peace_Prize
Azerbaijani_people	Ottoman_Empire
Azerbaijani_people	Persian_Empire
Azerbaijani_people	Roman_Empire
Azerbaijani_people	Russia
Azerbaijani_people	Russian_language
Azerbaijani_people	Soviet_Union
Azerbaijani_people	Tehran
Azerbaijani_people	Treaty_of_Versailles
Azerbaijani_people	Turkey
Azerbaijani_people	Turkmenistan
Azerbaijani_people	Ukraine
Azerbaijani_people	United_States
Azerbaijani_people	University_of_Cambridge
Azerbaijani_people	Uzbekistan
Azerbaijani_people	Woodrow_Wilson
Azerbaijani_people	Wrestling
Aztec	14th_century
Aztec	15th_century
Aztec	16th_century
Aztec	Capital
Aztec	Charles_V%2C_Holy_Roman_Emperor
Aztec	Cocoa
Aztec	Eagle
Aztec	Government
Aztec	Gulf_of_Mexico
Aztec	Hern%C3%A1n_Cort%C3%A9s
Aztec	Holy_Roman_Empire
Aztec	Maize
Aztec	Mexico
Aztec	Mexico_City
Aztec	Nahuatl_language
Aztec	Quetzalcoatl
Aztec	Smallpox
Aztec	Sun
BAE_Systems	Airbus
BAE_Systems	Airbus_A380
BAE_Systems	BP
BAE_Systems	Employment
BAE_Systems	Euro
BAE_Systems	F-35_Lightning_II
BAE_Systems	Hampshire
BAE_Systems	Industry
BAE_Systems	Israel
BAE_Systems	Pound_sterling
BAE_Systems	Radar
BAE_Systems	Royal_Navy
BAE_Systems	Saudi_Arabia
BAE_Systems	Supermarine_Spitfire
BAE_Systems	United_States_dollar
BAE_Systems	World_War_I
BAE_Systems	World_War_II
BASIC	BBC
BASIC	Bill_Gates
BASIC	Computer
BASIC	Computer_programming
BASIC	Programming_language
BBC	AT%26T
BBC	Africa
BBC	Arabic_language
BBC	Asia
BBC	Belfast
BBC	Birmingham
BBC	Bristol
BBC	Broadcasting
BBC	Cardiff
BBC	Channel_Islands
BBC	DVD
BBC	Doctor_Who
BBC	EastEnders
BBC	England
BBC	Europe
BBC	Football_%28soccer%29
BBC	Glasgow
BBC	Internet
BBC	Japan
BBC	John_Logie_Baird
BBC	London
BBC	Manchester
BBC	Middle_East
BBC	Multiculturalism
BBC	New_Zealand
BBC	Newcastle_upon_Tyne
BBC	Podcasting
BBC	Pound_sterling
BBC	Radio
BBC	Republic_of_Ireland
BBC	Rugby_football
BBC	Scottish_Gaelic_language
BBC	September_11%2C_2001_attacks
BBC	Southampton
BBC	Television
BBC	United_Kingdom
BBC	United_States
BBC	United_States_dollar
BBC	William_Shakespeare
BBC	World_War_II
BBC_television_drama	Alfred_Hitchcock
BBC_television_drama	Australia
BBC_television_drama	Austria
BBC_television_drama	BBC
BBC_television_drama	Broadcasting
BBC_television_drama	Canada
BBC_television_drama	Doctor_Who
BBC_television_drama	Drama
BBC_television_drama	EastEnders
BBC_television_drama	Elizabeth_II_of_the_United_Kingdom
BBC_television_drama	Film
BBC_television_drama	Football_%28soccer%29
BBC_television_drama	Italy
BBC_television_drama	Jane_Austen
BBC_television_drama	John_Logie_Baird
BBC_television_drama	Liverpool
BBC_television_drama	London
BBC_television_drama	Northern_Ireland
BBC_television_drama	Prime_Minister_of_the_United_Kingdom
BBC_television_drama	Radar
BBC_television_drama	Radio
BBC_television_drama	Scotland
BBC_television_drama	Spain
BBC_television_drama	Sydney_Newman
BBC_television_drama	Television
BBC_television_drama	The_Quatermass_Experiment
BBC_television_drama	United_Kingdom
BBC_television_drama	United_States
BBC_television_drama	Wales
BBC_television_drama	William_Shakespeare
BBC_television_drama	Winston_Churchill
BP	Australia
BP	California
BP	Carbon_dioxide
BP	Cold_War
BP	Colombia
BP	Employment
BP	Energy
BP	Global_warming
BP	Hydrogen
BP	India
BP	Industry
BP	International_Court_of_Justice
BP	Iran
BP	London
BP	Middle_East
BP	Natural_gas
BP	North_Sea
BP	Petroleum
BP	Royal_Dutch_Shell
BP	Spain
BP	The_Hague
BP	United_Kingdom
BP	United_States_dollar
BP	World_War_I
BP	World_War_II
BT_Tower	BBC
BT_Tower	Boeing_747
BT_Tower	Broadcasting
BT_Tower	Company_%28law%29
BT_Tower	Doctor_Who
BT_Tower	England
BT_Tower	Graphic_novel
BT_Tower	London
BT_Tower	Television
BT_Tower	United_Kingdom
BT_Tower	University
B_vitamins	Anemia
B_vitamins	Beriberi
B_vitamins	Cyanocobalamin
B_vitamins	Edema
B_vitamins	Folic_acid
B_vitamins	Pellagra
B_vitamins	Pernicious_anemia
B_vitamins	Thiamine
B_vitamins	Vitamin
B_vitamins	Vitamin_C
B_vitamins	Vitamin_D
Babe_Ruth	Baltimore%2C_Maryland
Babe_Ruth	Baseball
Babe_Ruth	Boston%2C_Massachusetts
Babe_Ruth	Cancer
Babe_Ruth	Chicago
Babe_Ruth	Roman_Catholic_Church
Babe_Ruth	Sport
Babe_Ruth	United_States
Baboon	Africa
Baboon	Animal
Baboon	Carolus_Linnaeus
Baboon	Herbivore
Baboon	Mammal
Baboon	Scientific_classification
Babur	Afghanistan
Babur	Beaver
Babur	Delhi
Babur	Ganges_River
Babur	Genghis_Khan
Babur	India
Babur	Islam
Babur	Ottoman_Empire
Babur	Principality
Babur	Propaganda
Babur	Qur%27an
Babur	River
Babur	Taj_Mahal
Babur	Timur
Babur	Uzbekistan
Baby_Gender_Mentor	Canada
Baby_Gender_Mentor	China
Baby_Gender_Mentor	DNA
Baby_Gender_Mentor	Gender
Baby_Gender_Mentor	India
Baby_Gender_Mentor	Toronto
Baby_Gender_Mentor	United_States
Babylonia	Akkadian_Empire
Babylonia	Ancient_Egypt
Babylonia	Assyria
Babylonia	Astrology
Babylonia	Astronomy
Babylonia	Code_of_Hammurabi
Babylonia	Cyrus_the_Great
Babylonia	Earth
Babylonia	Epic_of_Gilgamesh
Babylonia	Euphrates
Babylonia	Government
Babylonia	Hammurabi
Babylonia	Iraq
Babylonia	Mesopotamia
Babylonia	Moon
Babylonia	Pythagorean_theorem
Babylonia	Star
Babylonia	Sumer
Babylonia	Sun
Babylonia	Tigris
Babylonia	Universe
Babylonia	Venus
Backgammon	11th_century
Backgammon	12th_century
Backgammon	13th_century
Backgammon	14th_century
Backgammon	16th_century
Backgammon	17th_century
Backgammon	18th_century
Backgammon	19th_century
Backgammon	6th_century
Backgammon	Ancient_Egypt
Backgammon	Ancient_Rome
Backgammon	Arabic_language
Backgammon	Board_game
Backgammon	Byzantine_Empire
Backgammon	Chess
Backgammon	Chinese_language
Backgammon	Computer_science
Backgammon	Dice
Backgammon	English_language
Backgammon	France
Backgammon	Germany
Backgammon	Hebrew_language
Backgammon	Iceland
Backgammon	India
Backgammon	Internet
Backgammon	Iran
Backgammon	Ivory
Backgammon	Mesopotamia
Backgammon	Portuguese_language
Backgammon	Sweden
Backgammon	The_Bahamas
Bacteria	Ammonia
Bacteria	Biotechnology
Bacteria	Botany
Bacteria	Carbon_dioxide
Bacteria	Cell_%28biology%29
Bacteria	Cheese
Bacteria	Cholera
Bacteria	DNA
Bacteria	DNA_repair
Bacteria	Enzyme_kinetics
Bacteria	Ethanol
Bacteria	Eukaryote
Bacteria	Evolution
Bacteria	Fatty_acid
Bacteria	Folic_acid
Bacteria	Genetics
Bacteria	Human
Bacteria	Hydrogen
Bacteria	Insulin
Bacteria	Lipid
Bacteria	Louis_Pasteur
Bacteria	Lyme_disease
Bacteria	Microscope
Bacteria	Mitochondrion
Bacteria	Nitrification
Bacteria	Nitrogen
Bacteria	Nitrogen_fixation
Bacteria	Oxygen
Bacteria	Petroleum
Bacteria	Photosynthesis
Bacteria	Plant
Bacteria	Pneumonia
Bacteria	Pollinator
Bacteria	Scientific_classification
Bacteria	Sub-Saharan_Africa
Bacteria	Sulfur
Bacteria	Tuberculosis
Bacteria	Virus
Bacteria	Vitamin
Bacteria	Wine
Bacteria	Yeast
Baden-Powell_House	Elizabeth_II_of_the_United_Kingdom
Baden-Powell_House	Granite
Baden-Powell_House	London
Baden-Powell_House	Lyon
Baden-Powell_House	Paris
Baden-Powell_House	Pound_sterling
Baden-Powell_House	Robert_Baden-Powell%2C_1st_Baron_Baden-Powell
Baden-Powell_House	Scouting
Badger	Animal
Badger	Dog
Badger	English_language
Badger	German_language
Badger	Harry_Potter
Badger	Mammal
Badger	Otter
Badger	Rabies
Badger	Scientific_classification
Badger	Tuberculosis
Badger	United_Kingdom
Badger	Vole
Badger	Weasel
Badger	Woodpecker
Badminton	Africa
Badminton	Aluminium
Badminton	Asia
Badminton	China
Badminton	Denmark
Badminton	Europe
Badminton	Football_%28soccer%29
Badminton	France
Badminton	Hong_Kong
Badminton	Indonesia
Badminton	Japan
Badminton	Kuala_Lumpur
Badminton	Malaysia
Badminton	Oceania
Badminton	Portsmouth
Badminton	Singapore
Badminton	South_Korea
Badminton	Switzerland
Badminton	Tennis
Badminton	Titanium
Baghdad	Abbasid
Baghdad	Arabic_language
Baghdad	Cairo
Baghdad	Canal
Baghdad	Capital
Baghdad	City
Baghdad	Drama
Baghdad	Electricity
Baghdad	Film
Baghdad	Flood
Baghdad	Football
Baghdad	Infrastructure
Baghdad	Iran
Baghdad	Iraq
Baghdad	Iraq_War
Baghdad	Irrigation
Baghdad	Jew
Baghdad	Middle_East
Baghdad	Ottoman_Empire
Baghdad	Persian_Empire
Baghdad	Persian_Gulf
Baghdad	Petroleum
Baghdad	Tehran
Baghdad	Theatre
Baghdad	Tigris
Baghdad	Time_zone
Baghdad	Timur
Baghdad	Transport
Baghdad	United_Kingdom
Baghdad	United_States
Baghdad	Water
Baghdad	World_War_I
Bah%C3%A1%27%C3%AD_Faith	Addis_Ababa
Bah%C3%A1%27%C3%AD_Faith	Baghdad
Bah%C3%A1%27%C3%AD_Faith	Bangkok
Bah%C3%A1%27%C3%AD_Faith	Buddhism
Bah%C3%A1%27%C3%AD_Faith	Christianity
Bah%C3%A1%27%C3%AD_Faith	Colombia
Bah%C3%A1%27%C3%AD_Faith	Gautama_Buddha
Bah%C3%A1%27%C3%AD_Faith	Geneva
Bah%C3%A1%27%C3%AD_Faith	God
Bah%C3%A1%27%C3%AD_Faith	Guyana
Bah%C3%A1%27%C3%AD_Faith	Hinduism
Bah%C3%A1%27%C3%AD_Faith	Human
Bah%C3%A1%27%C3%AD_Faith	India
Bah%C3%A1%27%C3%AD_Faith	Iran
Bah%C3%A1%27%C3%AD_Faith	Islam
Bah%C3%A1%27%C3%AD_Faith	Israel
Bah%C3%A1%27%C3%AD_Faith	Istanbul
Bah%C3%A1%27%C3%AD_Faith	Jesus
Bah%C3%A1%27%C3%AD_Faith	Judaism
Bah%C3%A1%27%C3%AD_Faith	League_of_Nations
Bah%C3%A1%27%C3%AD_Faith	Muhammad
Bah%C3%A1%27%C3%AD_Faith	Nairobi
Bah%C3%A1%27%C3%AD_Faith	Ottoman_Empire
Bah%C3%A1%27%C3%AD_Faith	Persian_Empire
Bah%C3%A1%27%C3%AD_Faith	Religion
Bah%C3%A1%27%C3%AD_Faith	Rome
Bah%C3%A1%27%C3%AD_Faith	Santiago%2C_Chile
Bah%C3%A1%27%C3%AD_Faith	Science
Bah%C3%A1%27%C3%AD_Faith	Society
Bah%C3%A1%27%C3%AD_Faith	Tehran
Bah%C3%A1%27%C3%AD_Faith	Trinity
Bah%C3%A1%27%C3%AD_Faith	United_Nations
Bah%C3%A1%27%C3%AD_Faith	United_States
Bah%C3%A1%27%C3%AD_Faith	Vienna
Bah%C3%A1%27%C3%AD_Faith	World_Health_Organization
Bah%C3%A1%27%C3%AD_Faith	World_War_I
Bahamas	2004_Atlantic_hurricane_season
Bahamas	AIDS
Bahamas	Agriculture
Bahamas	Anglican_Communion
Bahamas	Atlantic_Ocean
Bahamas	Climate
Bahamas	Cuba
Bahamas	Culture
Bahamas	Currency
Bahamas	Dominican_Republic
Bahamas	Elizabeth_II_of_the_United_Kingdom
Bahamas	English_language
Bahamas	Florida
Bahamas	Government
Bahamas	Haiti
Bahamas	Hurricane_Andrew
Bahamas	Hurricane_Floyd
Bahamas	Jamaica
Bahamas	List_of_countries_by_system_of_government
Bahamas	Manufacturing
Bahamas	Portuguese_language
Bahamas	Spanish_language
Bahamas	Time_zone
Bahamas	Tourism
Bahamas	Tropical_cyclone
Bahamas	Turks_and_Caicos_Islands
Bahamas	United_States
Bahrain	Arab_League
Bahrain	Arabic_language
Bahrain	Babylonia
Bahrain	Baghdad
Bahrain	Bangkok
Bahrain	Beirut
Bahrain	Brunei
Bahrain	Constitutional_monarchy
Bahrain	Currency
Bahrain	English_language
Bahrain	Formula_One
Bahrain	Hindi
Bahrain	India
Bahrain	Iran
Bahrain	Iraq
Bahrain	Islam
Bahrain	Isle_of_Man
Bahrain	Jew
Bahrain	List_of_countries_by_system_of_government
Bahrain	Maldives
Bahrain	Mesopotamia
Bahrain	Middle_East
Bahrain	Muhammad
Bahrain	Oman
Bahrain	Pakistan
Bahrain	Persian_Empire
Bahrain	Persian_Gulf
Bahrain	Portugal
Bahrain	Qatar
Bahrain	Qur%27an
Bahrain	Saudi_Arabia
Bahrain	Time_zone
Bahrain	Tupac_Shakur
Bahrain	United_Kingdom
Bahrain	United_Nations
Bahrain	United_States
Bahrain	World_War_II
Baker_Island	Australia
Baker_Island	Cat
Baker_Island	Howland_Island
Baker_Island	Japan
Baker_Island	Pacific_Ocean
Baker_Island	Time_zone
Baker_Island	United_Kingdom
Baker_Island	United_States
Baker_Island	World_War_II
Bald_Eagle	American_Revolutionary_War
Bald_Eagle	Animal
Bald_Eagle	Atlantic_Ocean
Bald_Eagle	Benjamin_Franklin
Bald_Eagle	Bible
Bald_Eagle	Binomial_nomenclature
Bald_Eagle	Bird
Bald_Eagle	Bird_migration
Bald_Eagle	Bird_of_prey
Bald_Eagle	Canada
Bald_Eagle	Carolus_Linnaeus
Bald_Eagle	Chordate
Bald_Eagle	Eagle
Bald_Eagle	Earth
Bald_Eagle	English_language
Bald_Eagle	Extinction
Bald_Eagle	Fish
Bald_Eagle	Golden_Eagle
Bald_Eagle	Ireland
Bald_Eagle	Mexico
Bald_Eagle	North_America
Bald_Eagle	Osprey
Bald_Eagle	Paris
Bald_Eagle	Scientific_classification
Bald_Eagle	Snow_Goose
Bald_Eagle	Swan
Bald_Eagle	Trout
Bald_Eagle	U.S._state
Bald_Eagle	United_States
Baltic_Sea	Amber
Baltic_Sea	Arctic
Baltic_Sea	Atlantic_Ocean
Baltic_Sea	Baltic_Sea
Baltic_Sea	Belarus
Baltic_Sea	Black_Sea
Baltic_Sea	Christianity
Baltic_Sea	Copenhagen
Baltic_Sea	Crimean_War
Baltic_Sea	Czech_Republic
Baltic_Sea	Denmark
Baltic_Sea	Dutch_language
Baltic_Sea	England
Baltic_Sea	English_language
Baltic_Sea	Estonia
Baltic_Sea	European_Union
Baltic_Sea	Finland
Baltic_Sea	Fish
Baltic_Sea	France
Baltic_Sea	French_language
Baltic_Sea	Geology
Baltic_Sea	German_language
Baltic_Sea	Germany
Baltic_Sea	Helsinki
Baltic_Sea	History_of_Greece
Baltic_Sea	Iron
Baltic_Sea	Latin
Baltic_Sea	Latvia
Baltic_Sea	Lithuania
Baltic_Sea	Mediterranean_Sea
Baltic_Sea	Mining
Baltic_Sea	Netherlands
Baltic_Sea	North_Sea
Baltic_Sea	Norway
Baltic_Sea	Oxygen
Baltic_Sea	Peter_I_of_Russia
Baltic_Sea	Poland
Baltic_Sea	Portuguese_language
Baltic_Sea	River
Baltic_Sea	Roman_Empire
Baltic_Sea	Russia
Baltic_Sea	Saint_Petersburg
Baltic_Sea	Salt
Baltic_Sea	Sea
Baltic_Sea	Silver
Baltic_Sea	Slovakia
Baltic_Sea	Spanish_language
Baltic_Sea	Stockholm
Baltic_Sea	Sweden
Baltic_Sea	Ukraine
Baltic_Sea	United_Kingdom
Baltic_Sea	Viking
Baltic_Sea	World_War_I
Baltic_Sea	World_War_II
Baltimore%2C_Maryland	Abraham_Lincoln
Baltimore%2C_Maryland	American_Civil_War
Baltimore%2C_Maryland	Amtrak
Baltimore%2C_Maryland	Beer
Baltimore%2C_Maryland	Boston%2C_Massachusetts
Baltimore%2C_Maryland	Cardiff
Baltimore%2C_Maryland	China
Baltimore%2C_Maryland	Cleveland%2C_Ohio
Baltimore%2C_Maryland	Detroit%2C_Michigan
Baltimore%2C_Maryland	Egypt
Baltimore%2C_Maryland	Genoa
Baltimore%2C_Maryland	Great_Lakes
Baltimore%2C_Maryland	Greece
Baltimore%2C_Maryland	Houston%2C_Texas
Baltimore%2C_Maryland	Israel
Baltimore%2C_Maryland	Italy
Baltimore%2C_Maryland	Japan
Baltimore%2C_Maryland	Liberia
Baltimore%2C_Maryland	Los_Angeles%2C_California
Baltimore%2C_Maryland	Netherlands
Baltimore%2C_Maryland	New_York_City
Baltimore%2C_Maryland	Philadelphia
Baltimore%2C_Maryland	Poetry
Baltimore%2C_Maryland	Rail_transport
Baltimore%2C_Maryland	Rotterdam
Baltimore%2C_Maryland	Spain
Baltimore%2C_Maryland	Sugar
Baltimore%2C_Maryland	The_X-Files
Baltimore%2C_Maryland	Thunderstorm
Baltimore%2C_Maryland	Time_zone
Baltimore%2C_Maryland	Transport
Baltimore%2C_Maryland	U.S._state
Baltimore%2C_Maryland	Ukraine
Baltimore%2C_Maryland	United_Kingdom
Baltimore%2C_Maryland	United_States
Baltimore%2C_Maryland	United_States_Senate
Baltimore%2C_Maryland	Wales
Baltimore%2C_Maryland	Washington%2C_D.C.
Bamako	19th_century
Bamako	Brazil
Bamako	Burkina_Faso
Bamako	Capital
Bamako	Cave
Bamako	Dakar
Bamako	Fish
Bamako	France
Bamako	Germany
Bamako	Mali
Bamako	Metal
Bamako	Niger_River
Bamako	Senegal
Bamako	Sub-Saharan_Africa
Bamako	United_States
Bamako	World_Health_Organization
Banana	15th_century
Banana	16th_century
Banana	20th_century
Banana	Africa
Banana	Alexander_the_Great
Banana	Asia
Banana	Brazil
Banana	Buddhism
Banana	Burundi
Banana	China
Banana	Clothing
Banana	Coffee
Banana	Colombia
Banana	Color
Banana	Costa_Rica
Banana	Cultivar
Banana	Ecuador
Banana	English_language
Banana	European_Union
Banana	Fatty_acid
Banana	Fiji
Banana	Flower
Banana	Fruit
Banana	Fungus
Banana	Honey
Banana	India
Banana	Indonesia
Banana	Islam
Banana	Kerala
Banana	Maize
Banana	Malaysia
Banana	Mexico
Banana	Monkey
Banana	Myanmar
Banana	Nintendo
Banana	Papua_New_Guinea
Banana	People%27s_Republic_of_China
Banana	Philippines
Banana	Photosynthesis
Banana	Plant
Banana	Portugal
Banana	Portuguese_language
Banana	Potassium
